RepairOrderNo	CustID	Qty	Description	Material	Condition	Color	SizeWgt	Price
10264	"17441"	5	"Valance"	"Sunb 4884"	"New Su15"	"BlueStripe/Saxon Cascade"		0.0000
10265	"2598"	1	"Fixed curtain-Pizza"					0.0000
10265	"2598"	1	"Lg tent wall 1"				"9'7x6'9=64.67'"	0.0000
10265	"2598"	1	"Lg tent corner filler piece"				"6'10x4'6=30.74'"	0.0000
10265	"2598"	1	"Lg tent wall 12"				"11'1x6'9=74.79'"	0.0000
10265	"2598"	1	"Lg tent wall 11"				"4'11x6'9=33.21'"	0.0000
10265	"2598"	1	"Lg tent wall 10"				"5'2x6'9=34.9'"	0.0000
10265	"2598"	1	"Lg tent wall 9"				"11'4x6'9=76.55'"	0.0000
10265	"2598"	1	"Lg tent wall 8"				"9'2x6'9=61.9'"	0.0000
10265	"2598"	1	"Lg tent wall 7"				"9'3x6'9=62.44'"	0.0000
10265	"2598"	1	"Lg tent wall 6"				"9'3x6'9=62.44'"	0.0000
10265	"2598"	1	"Lg tent wall 5"				"9'2x6'9=61.9'"	0.0000
10265	"2598"	1	"Lg tent wall 4"				"9'8x6'9=65.27'"	0.0000
10265	"2598"	1	"Lg tent wall 3"				"9'9x6'9=65.81'"	0.0000
10265	"2598"	1	"Lg tent wall 2"				"9'8x6'9=65.27'"	0.0000
10266	"8767"	1	"Extension F1"	"acrylic"	"Fair"	"Blue"	"9'7x2'7=24.72'"	0.0000
10266	"8767"	1	"Extension F2"	"acrylic"	"Fair"	"Blue"	"7'3x2'7=18.71'"	0.0000
10266	"8767"	1	"Extension F3"	"acrylic"	"Fair"	"Blue"	"17x4'3=72.25'"	0.0000
10267	"13269"	1	"Freestander Small-Pool"	"Acrylic"		"Green"		0.0000
10268	"2333"	1	"Double"				"5'10x3'4"	0.0000
10268	"2333"	2	"Singles"				"3'7x3'11"	0.0000
10268	"2333"	1	"Large Umbrella"	"acrylic"		"Ivory"	"7'R=153.86'"	0.0000
10268	"2333"	3	"Exts"				"13'11x2'9=38.5'"	0.0000
10268	"2333"	3	"Doubles"				"6x4'2"	0.0000
10268	"2333"	8	"Domes"				"8'9wide=90.00 ea."	0.0000
10268	"2333"	5	"Small Umbrellas"	"acrylic"		"Ivory"	"5'R=78.5'"	0.0000
10269	"2333"		"Small Puffy Arm Cushions"	"acrylic"	"2-SIDED"	"Ivory"	"2'2/1""11x1'1x4"""	0.0000
10269	"2333"		"Puffy Back Cushions"	"acrylic"	"2-SIDED"	"Ivory"	"2'5x1'4x6"""	0.0000
10269	"2333"		"Flat Seat Backs"	"acrylic"	"2-SIDED"	"Ivory"	"1'7x1'7x1'1/2"""	0.0000
10269	"2333"		"Flat Seat Bottoms"	"acrylic"	"2-SIDED"	"Ivory"	"1'7x1'5-1/2""x1'1/2"""	0.0000
10269	"2333"		"Large Cushions"	"acrylic"	"2-SIDED"	"Ivory"	"2'5""x2'5""x11"""	0.0000
10269	"2333"		"Chaise Lounges"	"acrylic"	"2-SIDED"	"Ivory"	"4'2+2'3x2'6x4"""	0.0000
10269	"2333"		"Throw pillows"	"??"	"2-Sided"	"Beige/White Floral"	"1'9x1'9"	0.0000
10269	"2333"		"Throw pillows"	"??"	"2-Sided"	"Grey/White"	"1'8x1'8"	0.0000
10269	"2333"		"Throw pillows"		"2-sided"	"Slate grey"	"1'9x1'9"	0.0000
10269	"2333"		"Arm cushions"		"2-sided"	"Slate grey"	"1'10x1'1"	0.0000
10270	"1371"	1	"Double F1"	"acrylic"	"Fair"	"Beige/Green"		0.0000
10270	"1371"	1	"Double F2"	"Acrylic"	"Fair"	"Beige/Green"		0.0000
10270	"1371"	1	"Double FU1"	"Acrylic"	"Fair"	"Beige/Green"		0.0000
10270	"1371"	1	"Double FU2"	"Acrylic"	"Fair"	"Beige/Green"		0.0000
10271	"16693"	1	"Patio"	"Acrylic"		"Choc Chip Fancy"	"10x20=200'"	0.0000
10272	"15467"	1	"Patio"	"Acrylic"		"Dk Green"	"19'6x15=292.5'"	0.0000
10273	"2066"	1	"Awning-Lshape"	"Acrylic"		"Tan/Green/White"	"19'9x9'4+9'3x9'4=252.19'"	0.0000
10275	"19534"	1	"Bimini"	"Acrylic"		"Red"	"6'2x6'6=40.11'"	0.0000
10276	"4501"	1	"Extension"	"acrylic"	"Poor"	"red/white"	"4'3x10'8=45.35'"	0.0000
10277	"15842"		"Awnings"					0.0000
10278	"15802"	1	"Patio"	"Acrylic"		"LtBlue/MedBlue/Tan Stripe"	"21'10x12'1"	0.0000
10279	"1419"	3	"Double Ext. FRONTS"	"acrylic"	"Good"	"Green/White Stripe"	"49.00 ea."	0.0000
10280	"6175"	1	"Singles"	"acrylic"		"Green"		0.0000
10281	"9133"	1	"Ext B2"	"Acrylic"		"Yellow/White"	"10'2x4'1=41.49'"	0.0000
10281	"9133"	1	"Ext L2"	"Acrylic"		"Yellow/White"	"6'9x4=27'"	0.0000
10281	"9133"	1	"Patio"	"acrylic"		"Yellow/White"	"337.5'"	0.0000
10283	"4791"	1	"Patio-house"	"acrylic"		"Beige/Tan/Grey"	"27'8x8'7=237.41"	0.0000
10284	"19543"	1	"Mooring Cover"	"Acrylic"		"Toast/green patches"	"20'6x8'9=179.38'"	0.0000
10285	"15821"	1	"Freestander"	"Acrylic"	"New09"	"Beige/Off White Stripe"	"17'10x20'11=373'"	0.0000
10286	"6023"	1	"Hip freestander"	"Vinyl"		"Blue/White"	"35x28"	0.0000
10287	"15778"	1	"Patio"	"Acrylic"		"Tan"		0.0000
10288	"19545"	1	"Valance"			"Blue/Green Stripe"	"15'4x8"""	0.0000
10282	"8677"	1	"Patio"	"acrylic"	"Fair"	"Green/Blue/White"	"23x19'2=437'"	0.0000
10290	"19544"	1	"Curtain 1"	"A+V"		"Burgundy/Clear"	"7'8x6'10=52.39'"	0.0000
10290	"19544"	1	"Curtain B"	"A+V"		"Burgundy/Clear"	"8'2x6'10=55.8'"	0.0000
10290	"19544"	1	"Curtain C"	"A+V"		"Burgundy/Clear"	"7'9x6'11=53.63'"	0.0000
10290	"19544"	1	"Curtain 9"	"A+V"		"Burgundy/Clear"	"6'9x6'11=46.71'"	0.0000
10290	"19544"	1	"Curtain 7"	"A+V"		"Burgundy/Clear"	"7'7x6'10=51.77'"	0.0000
10290	"19544"	1	"Curtain 4"	"A+V"		"Burgundy/Clear"	"4'10x6'11=33.42'"	0.0000
10290	"19544"	1	"Curtain 6"	"A+V"		"Burgundy/Clear"	"7'8x6'11=53.08'"	0.0000
10290	"19544"	1	"Curtain 5"	"A+V"		"Burgundy/Clear"	"6'10x6'10=46.65'"	0.0000
10290	"19544"	1	"Zipper strip"	"Acrylic"		"Burgundy"	"6'10x2"""	0.0000
10290	"19544"	2	"Zipper strips"	"Acrylic"		"Burgundy"	"6'10x4""=$10 ea."	0.0000
10290	"19544"	1	"Zipper strip"	"Acrylic"		"Burgundy"	"6'8x2"""	0.0000
10290	"19544"	1	"Curtain"	"A+V"		"Burgundy/Clear"	"7'2x6'9=48.4'"	0.0000
10291	"14913"	1	"Window 1"	"A+V"		"Navy/Clear"	"2x3'8=7.34'"	0.0000
10291	"14913"	1	"Side Curtain 6"	"A+V+Screen"		"Navy/Clear/Screen"	"3'6x4'3=14.88'"	0.0000
10291	"14913"	1	"Side Curtain 7"	"A+V+Screen"		"Navy/Clear/Screen"	"3'6x4'3=14.88'"	0.0000
10292	"15824"	1	"Freestander"	"Acrylic"		"Navy/White"	"~35x28=1169'"	0.0000
10293	"11518"	1	"Extensions"	"acrylic"		"Lt. Blue"	"14'6x4=58'/"	0.0000
10294	"19550"	1	"Patio"		"S10 New"	"Blue"		0.0000
10295	"19551"	1	"Pool Patio"	"Acrylic"		"Teal"		0.0000
10296	"18490"	1	"Patio"	"Acrylic"		"Tan/Green/Yellow"	"16'8x21'5=356.69'"	0.0000
10297	"19552"	7	"Singles"	"Acrylic"		"Grey/Blue/Silver"		0.0000
10297	"19552"	1	"Double"	"Acrylic"		"Grey/Blue/Silver"		0.0000
10297	"19552"	4	"Rollers"	"Acrylic"		"Grey/Blue/Silver"		0.0000
10298	"15841"	1	"Double Baby Carriage"	"Acrylic"		"Off White"	"48""x24""x24"""	0.0000
10298	"15841"	1	"Ext Baby Carriage"	"Acrylic"		"Off White"	"84""x24""x24"""	0.0000
10299	"13153"	1	"Patio"	"acrylic"	"Poor"	"Plum Fancy"		0.0000
10321	"2940"	1	"Extension"	"under clock"	"2nd floor"			0.0000
10322	"17551"	1	"BU5 Single"	"Canvas"		"Green/White/Grey Stripe"		0.0000
10323	"19482"	1	"R3 Ext"	"Sunbrella"		"Tan/White/Brown 4-bar"		0.0000
10324	"16726"	1	"Patio"	"Acrylic"		"Blue"	"11'9x13'2=154.75'"	0.0000
10325	"1414"	3	"Singles"	"canvas"	"Fair"	"Burgundy"		0.0000
10326	"13980"	1	"Single BU1"	"Acrylic"		"Blue/Grey/Multi"		0.0000
10327	"17549"	1	"Patio"	"Acrylic"		"White/Beige/DkGreen"	"14'7x18'8=272.21'"	0.0000
10328	"15856"	1	"Patio"	"Acrylic"		"Tan/Burgundy"	"15'11x19'3=306.46'"	0.0000
10329	"1416"	1	"Doubles"	"acrylic"	"NewS12"	"Tan/White/Green"		0.0000
10330	"17559"	1	"Ext R3"				"11x5'6=60.5'"	0.0000
10331	"2332"		"Single Hips"	"Acrylic"		"Blue"		0.0000
10331	"2332"		"Double Hips"	"Acrylic"		"Blue"		0.0000
10332	"1771"	1	"Small Patio"				"25x8=200'"	0.0000
10333	"17544"	1	"Ext F3"	"Acrylic"		"Green"		0.0000
10334	"16736"	1	"Patio"	"Acrylic"		"Red/Yellow/Navy/Green"	"27x8'8=234.09'"	0.0000
10335	"19565"	1	"Mooring cover"	"Acrylic"		"Blue Tweed"	"20x9=180'"	0.0000
10336	"13219"	1	"Patio"	"acrylic"		"Beige/Forest Green/Natural"	"~16x18=287.83'"	0.0000
10337	"11234"	1	"Patio"	"Sunb. Firesist"			"50x12=600'"	0.0000
10338	"2882"	1	"Awning"	"acrylic"	"Fair"	"Blue/white"	"16'4x20=326.80'"	0.0000
10339	"6209"	1	"Lat+Val"				"25'8x12+roll=308'"	0.0000
10339	"6209"	1	"Single L2"	"Acrylic"	"New S00"	"Green/Beige Stripe"		0.0000
10339	"6209"	1	"Single L3"					0.0000
10340	"16752"	1	"Hip"	"Acrylic"	"Good"	"Green"	"5'4x5'7=29.8'"	0.0000
10340	"16752"	1	"Patio"	"Acrylic"	"Good"	"Green"	"17x15'8=266.39'"	0.0000
10341	"17979"	1	"Pontoon boat cover"	"CoatedPoly?"		"Med Blue"	"~18x10=184'"	0.0000
10342	"4665"	1	"Valance"	"acrylic"	"Fair"	"Blue/Beige Stripe"	"13'6x8""=9.05'"	0.0000
10343	"15457"	1	"Patio"	"Acrylic"		"Brick Red"	"18'7x15'10=294.12'"	0.0000
10344	"15896"	1	"Valance"	"Acrylic"		"MedBlueTweed"	"11'7x8"""	0.0000
10344	"15896"	1	"Lateral"	"Acrylic"		"MedBlueTweed"	"11'7x10'9=124.49'"	0.0000
10345	"19576"	1	"Ext - front"	"Acrylic"	"ok"	"Green"	"7'3x2'8"	0.0000
10345	"19576"	1	"Ext - back"	"Acrylic"	"ok"	"Green"	"7x3'8"	0.0000
10346	"4537"	1	"Patio"	"acrylic"	"Fair/Good"	"Green Multi Stripe"	"23'4x14'3=332.60'"	0.0000
10347	"12360"	1	"Hatch Cover w/battons"	"acrylic"	"Good"	"Beige"	"3x2'6=7.5'"	0.0000
10347	"12360"	1	"Cockpit Cover"	"acrylic"	"Good"	"Beige"	"10'4x10'9=111'"	0.0000
10347	"12360"	1	"Bridge Cover"	"acrylic"	"Good"	"Beige"	"9x6'5=54'"	0.0000
10348	"15785"	1	"L patio"	"Acrylic"		"Grey/Red/Black/Multi"	"13'1x23'2+15'6x13'10=517.43'"	0.0000
10349	"2283"	1	"Patio"	"acrylic"	"Good"	"Green/Red/Grey/White"	"~28'6x17=490'"	0.0000
10350	"4173"	1	"Patio"	"acrylic"	"Poor"	"Green/White"	"19'1x18'9=357.75'"	0.0000
10295	"19551"	1	"Freestander"	"Acrylic"		"Teal"	"29'11x13'6=403.92'"	0.0000
10351	"2773"	1	"Patio"	"acrylic"	"Fair/Poor"	"Green"	"16x10=160'"	0.0000
10352	"11350"	1	"Bimini"	"Acrylic"	"F/Faded"	"Lt. Blue"	"7x7'10=54.81'"	0.0000
10352	"11350"	2	"Windows-windshield"	"A+V"		"Lt. Blue/Clear"	"3'6x2=7'/22.00"	0.0000
10352	"11350"	2	"Windows-side"	"A+V"		"Lt. Blue/Clear"	"~2'6x5'6=10.25'/23.06"	0.0000
10390	"11340"	1	"Patio"	"acrylic"	"NewS18"	"Oyster 4642"	"33'10x17=575.11'"	0.0000
10390	"11340"	2	"Curtains"	"Acrylic"	"NewS18"			0.0000
10391	"15958"	1	"Single BU1"	"Acrylic"	"Fair"	"White/Green/Taupe Fancy"		0.0000
10391	"15958"	1	"Single BU2"	"Acrylic"	"Fair"	"White/Green/Taupe Fancy"		0.0000
10391	"15958"	1	"Ext R1"	"Acrylic"	"Fair"	"White/Green/Taupe Fancy"	"14'10x4'4=64.36'"	0.0000
10392	"15862"	1	"Cabin cover"	"Acrylic"		"Red"	"10'11x7'6=81.9'"	0.0000
10392	"15862"	1	"Bow Cover"	"Acrylic"		"Red"	"5'4x4'4=23.18'"	0.0000
10393	"19657"	1	"Patio"	"Acrylic"		"Grey/White"	"12'8x13'6=171.05'"	0.0000
10394	"12871"	1	"Top"	"CoatedA"		"White"	"7'7x7'10=59.35'"	0.0000
10394	"12871"	2	"Windows-triangle"	"CoatedA+V"		"White/Clear"	"(1/2)5'2x1'6=3.88'/22.00"	0.0000
10395	"13037"	1	"Window 1"	"Stam+V"		"White/Clear"	"~4'9x3=13.2'"	0.0000
10395	"13037"	1	"Window 2"	"Stam+V"		"White/Clear"	"~4'9x3=15.06'"	0.0000
10395	"13037"	1	"Window 3"	"Stam+V"		"White/Clear"	"3'10x2'11=11.18'"	0.0000
10395	"13037"	1	"Window 4"	"Stam+V"		"White/Clear"	"3'2x3'10=12.14'"	0.0000
10395	"13037"	1	"Window 5"	"Stam+V"		"White/Clear"	"2'9x6'2=16.97'"	0.0000
10395	"13037"	1	"Window 6"	"Stam+V"		"White/Clear"	"~6x6'2=37.02''"	0.0000
10395	"13037"	1	"Window 7"	"Stam+V"		"White/Clear"	"~4'4x4'6=18.45'"	0.0000
10395	"13037"	1	"Window 8"	"Stam+V"		"White/Clear"	"~4'4x4'6=18.45'"	0.0000
10395	"13037"	1	"Bimini 9"	"Stamoid"		"White"	"8x8'4=66.72'"	0.0000
10396	"15898"	1	"Patio 3 sections"	"Firesist"	"New S17"	"Blue"		0.0000
10397	"17950"	2	"Windows"	"A+V"		"White/Clear"	"3x7'5=22.56'/"	0.0000
10397	"17950"	1	"Window"	"A+V"		"White/Clear"	"8'5x1=8.5'"	0.0000
10397	"17950"	2	"Windows-triangleish"	"A+V"		"White/Clear"	"~(1/2)5'3x5'8=17.95'/"	0.0000
10397	"17950"	1	"Bimini"	"Acrylic"		"White"	"6'6x10'3=66.63'"	0.0000
10398	"18496"	1	"Patio"	"Acrylic"		"Green/White"	"22'4x18=402.12'"	0.0000
10399	"17468"	1	"Valance"	"Acrylic"		"Grey/White"	"13'6x9"""	0.0000
10400	"2189"	1	"Extension"	"acrylic"	"New S12"	"Beige"	"3'4x9'6=31.73'"	0.0000
10400	"2189"	1	"Single F3"	"acrylic"	"New S12"	"Beige"		0.0000
10400	"2189"	1	"Single"	"acrylic"	"New S12"	"Beige"		0.0000
10401	"18555"	1	"Patio"	"Acrylic"		"Black/Grey stripe"	"30x13=390'"	0.0000
10402	"19710"	1	"Window 2"	"A+V"		"Oyster/Clear"	"~4x3'9=15'"	0.0000
10402	"19710"	1	"Window 3"	"A+V"		"Oyster/Clear"	"3'6x4=14.5'"	0.0000
10402	"19710"	1	"Window 5"	"A+V"		"Oyster/Clear"	"~3'1x6'7=20.27'"	0.0000
10402	"19710"	1	"Window 6"	"A+V"		"Oyster/Clear"	"~8'2x3'9+flap=38.39'"	0.0000
10402	"19710"	1	"Cover 9"	"Acrylic"		"Oyster"	"~4'11x10'11=53.73'"	0.0000
10402	"19710"	1	"Bimini 10"	"Seamark"		"Oyster"	"10'3x9'8=99.12'"	0.0000
10403	"125"	1	"Sailcover"	"acrylic"	"Fair"	"White"	"9#"	0.0000
10404	"2688"	1	"BD3"					0.0000
10405	"16845"	1	"Patio"	"Acrylic"	"F13-Good"	"Green"	"27x23 ?"	0.0000
10406	"17531"	2	"Double Exts"	"Acrylic"		"White/Green/Blue/Multi"	"5'7x3'9=49.00 ea"	0.0000
10406	"17531"	1	"Hip Ext"	"Acrylic"		"White/Green/Blue/Multi"	"10x4'9=47.5'"	0.0000
10407	"19631"	1	"Lateral"	"Acrylic"		"Tan/DkGreen/White/LtGreen"	"11'7x10'7=122.52'"	0.0000
10408	"7428"	1	"Bimini"	"acrylic"	"Good"	"Black"	"9'4x7'4=68.56'"	0.0000
10408	"7428"	1	"Half Bimini"	"Seamark"	"Fair"	"Black"	"8'10x1'8""=14.75'"	0.0000
10409	"9006"	6	"Singles - front"	"acrylic"	"New S06"	"Green/Beige/Terra Cotta"		0.0000
10410	"19435"	1	"Pavillion cover"	"poly"		"Beige"		0.0000
10411	"4366"	1	"Extension"	"acrylic"	"Fair"	"Green"	"24'6x6'5=157.29'"	0.0000
10412	"8354"	1	"Patio"	"Acrylic"		"Brown Stripe/Eastridge Cocoa"	"20'2x13'4=269.07'"	0.0000
10413	"15541"	1	"Patio"	"Acrylic"		"Taupe/DkGreen/White"	"30x14'8=440.1'"	0.0000
10414	"15855"	1	"Curtain #1"	"A+V"		"Grey/Clear"	"7'10x6'3=48.94'"	0.0000
10414	"15855"	1	"Curtain #2"	"A+V"		"Grey/Clear"	"7'10x3'5=26.78'"	0.0000
10416	"19742"	1	"Windows"	"A+V"		"Grey/Clear"	"~3x3'6=10'"	0.0000
10416	"19742"	1	"Window"	"A+V+Screen"		"Grey/Clear/Screen"	"4x4'8=18.68'"	0.0000
10416	"19742"	1	"Window"	"A+V+Screen"		"Grey/Clear/Screen"	"4'1x4'9=19.38'"	0.0000
10416	"19742"	1	"Bimini+visor"	"A+V"		"Grey/Clear"	"10'3x12'3=125.56'"	0.0000
10417	"19746"	1	"Bimini A"	"Acrylic"		"Blue"	"9'8x9'1=87.8'"	0.0000
10417	"19746"	1	"Bimini B"	"Acrylic"		"Blue"	"5'3x10'4=54.29'"	0.0000
10417	"19746"	1	"Console Cover"	"Acrylic"		"Blue"	"10'9x2'3=24.19'"	0.0000
10418	"15999"	1	"Patio"	"Acrylic"		"Grey/Black"	"32'5x13"	0.0000
10419	"11377"	1	"Leaf bag"	"Cotton"	"old"	"Yellow"		0.0000
10420	"2700"	1	"Bimini"	"Acrylic"		"Navy"	"~10'4x4'2=43.12'"	0.0000
10420	"2700"	1	"Dodger"	"A+V"		"Navy/Clear"	"10'6x5'2=54.29'"	0.0000
10420	"2700"	1	"Sail"	"Dacron"	"Fair"	"White"	"37#"	0.0000
10420	"2700"	1	"Sail bag"			"Green"		0.0000
10421	"19772"	1	"Patio"	"Acrylic"		"Red/White/Black pinstripe"	"19'9x18'1=357.08'"	0.0000
10422	"4416"	1	"Cover-hatch/doorway"	"Acrylic"	"poor"	"White"	"~8x3'6=28'"	0.0000
10423	"13280"	1	"Boat Cover"	"Acrylic"		"Dark Green"	"~13x7=104.5'"	0.0000
10424	"15075"	1	"Bimini"	"Acrylic"		"Navy"	"5'2x5'6=28.44'"	0.0000
10424	"15075"	1	"Aft Curtain"	"A+V"		"Navy/Clear"	"~6x5=30.15'"	0.0000
10425	"3247"	1	"Bow"					0.0000
10426	"19848"	1	"Patio"	"acrylic"	"Fair"	"Blue"	"26'5x12'8=324'"	0.0000
10427	"1734"	1	"Window"	"vinyl"	"Fair"	"White"	"5'10x2'10=16.5'"	0.0000
10427	"1734"	2	"Windows"	"vinyl"	"Fair"	"White"	"5x4=20'/33.00"	0.0000
10427	"1734"	2	"Windows"	"vinyl"	"Fair"	"White"	"5'10x3'3=18.95'/31.27"	0.0000
10427	"1734"	2	"Windows"	"vinyl"	"Fair"	"White"	"4x3'9=15'/24.75"	0.0000
10427	"1734"	2	"Windows"	"vinyl"	"Fair"	"White"	"4x1'8=6.68'/20.00"	0.0000
10427	"1734"	3	"Windows"	"vinyl"	"Fair"	"White"	"3'8x3'3=11.93'/20.00"	0.0000
10428	"7142"	1	"Lateral"	"Acrylic"		"Grey/Navy/Beige/White"	"11'7x12'1=139.89'"	0.0000
10428	"7142"	1	"Valance"	"Acrylic"		"Grey/Navy/Beige/White"	"11'6x11""=10.7'"	0.0000
10429	"11790"	1	"Patio"	"acrylic"		"Beige/Green/White/Multi"	"14x11'10=165.62'"	0.0000
10429	"11790"	1	"Back Flap"	"acrylic"		"Beige/Green/White/Multi"	"14x9""=10.5'"	0.0000
10430	"19867"	1	"Mooring cover"	"coatedPoly"		"Grey"	"~20x8=152'"	0.0000
10431	"16639"	1	"Hatch cover"	"Acrylic"		"Parchment"	"2'6x2'7=6.45'"	0.0000
10431	"16639"	1	"Hatch cover"	"Acrylic"		"Parchment"	"4'7x2'8=12.23'"	0.0000
10431	"16639"	1	"Cover-half circle"	"Acrylic"	"2-sided"	"Parchment"	"~2'3x2'6=11.26'"	0.0000
10432	"4424"	1	"Flybridge Cover"	"acrylic"	"Fair"	"Beige"	"9x7=63'"	0.0000
10432	"4424"	1	"Windshield Cover"	"acrylic"	"Fair"	"Beige"	"10'6x3=31.5'"	0.0000
10433	"19869"	1	"Sailcover"	"Acrylic"		"Silver"	"5#"	0.0000
10434	"19871"	1	"Patio"	"Acrylic"		"Tan/Grey/White"	"24x20'9=498'"	0.0000
10435	"17408"	1	"Cover"	"Acrylic"		"Navy"	"14'3x8'6=121.13'"	0.0000
10436	"10507"	1	"Awning"	"acrylic"		"Green/Beige"	"8'10x5'1=50'"	0.0000
10437	"8856"	1	"Bimini"	"Acrylic"		"Tan"	"8'10x10'7=93.42'"	0.0000
10437	"8856"	1	"Windshield"	"A+V"		"Tan/Clear"	"~12x9""=9'"	0.0000
10438	"14504"	1	"Double"	"Acrylic"		"Tan/Blue/Brown Stripes"	"5'10x2'10"	0.0000
10438	"14504"	1	"Awning"	"Acrylic"		"Tan/Blue/Brown Stripes"	"7'8x5'8=43.49'"	0.0000
10438	"14504"	1	"Valance"	"Acrylic"		"Tan/Blue/Brown Stripes"	"26'9x1=26.75'"	0.0000
10375	"15957"	1	"Patio B1"	"Acrylic"		"Grey/Beige Chip Fancy #4777"	"16x15'9=252'"	0.0000
10439	"19900"	1	"Lateral"	"Acrylic"		"Tan/beige/LtGreen/White"	"19'8x14=275.38'"	0.0000
10439	"19900"	1	"Valance"	"Acrylic"		"Tan/beige/LtGreen/White"	"14'9x10"""	0.0000
10440	"313"	1	"Window-center"	"v+a"		"Tan/Clear"	"2'10x3'2=8.97'"	0.0000
10440	"313"	2	"Windows"	"A+V"		"Tan/Clear"	"2'8x4'3=11.35'/24.97"	0.0000
10441	"18794"	1	"Aft Curtain"	"A+V"		"Navy/Clear"	"4'9x8'5+flap=43.36'"	0.0000
10441	"18794"	1	"Cover"	"Acrylic"		"Navy"	"9'5x4=37.68'"	0.0000
10441	"18794"	1	"Cover"	"Acrylic"		"Navy"	"8'10x4=35.32'"	0.0000
10441	"18794"	1	"Cover"	"Acrylic"		"Navy"	"7'10x3'3=25.45'"	0.0000
10442	"19914"	1	"Patio BU1"	"Acrylic"		"Grey"	"21x18'10=395.43'"	0.0000
10442	"19914"	1	"Patio BU2"	"Acrylic"		"Grey"	"21x18'10=395.43'"	0.0000
10443	"19915"	1	"Patio"	"Acrylic"		"Olive/White"	"14'5x11'3"	0.0000
10444	"16495"	1	"Awning"	"Acrylic"		"Mint/DkGreen/White"	"12x8'11=107.04'"	0.0000
10445	"19925"	1	"Dodger"					0.0000
10446	"16734"	1	"Window"	"Stam+V"		"White/Clear"	"2'8x3'11=10.47'"	0.0000
10446	"16734"	1	"Windows"	"Stam+V"		"White/Clear"	"3'2x3'11=12.43'/27.32"	0.0000
10447	"19959"	1	"Single"	"Acrylic"		"Royal Blue"	"2x3'3"	0.0000
10447	"19959"	1	"Single"	"Acrylic"		"Royal Blue"	"2'3x2'10"	0.0000
10447	"19959"	1	"Single ADDR"	"Acrylic"		"Royal Blue"	"2'3x3'9"	0.0000
10447	"19959"	1	"Single MBF"	"Acrylic"		"Royal Blue"		0.0000
10447	"19959"	1	"Single DRS"	"Acrylic"		"Royal Blue"	"2'10x3'7"	0.0000
10447	"19959"	1	"Single SB"	"Acrylic"		"Royal Blue"	"3'2x3'8"	0.0000
10447	"19959"	1	"Single SBF"	"Acrylic"		"Royal Blue"	"2'10x3'1"	0.0000
10447	"19959"	1	"Single DRS2"	"Acrylic"		"Royal Blue"	"2'10x3'7"	0.0000
10447	"19959"	1	"Single ADDF"	"Acrylic"		"Royal Blue"	"2'3x3'9"	0.0000
10447	"19959"	1	"Single ADDR"	"Acrylic"		"Royal Blue"	"3'8x3'9"	0.0000
10447	"19959"	1	"Awning"	"Acrylic"		"Royal Blue"	"7'10x3'7=28.03'"	0.0000
10446	"16734"	1	"Zipper strip"					0.0000
10448	"18597"	2	"Windows"	"A+V"		"Navy/Clear"	"~5'6x2'3=18.48'"	0.0000
10448	"18597"	1	"Windows"	"A+V"		"Navy/Clear"	"~4'8x3'3=15.18'"	0.0000
10448	"18597"	1	"Windshield-curved"	"A+V"		"Navy/Clear"	"~8x2'6=20'"	0.0000
10449	"19964"	1	"Dodger"	"A+V"		"White/Clear"	"5'2x9'6=49.12'"	0.0000
10450	"14702"	1	"Window"	"A+V"		"Navy/Clear"	"4'5x3'2=14.01'"	0.0000
10450	"14702"	1	"Windows"	"A+V"		"Navy/Clear"	"4'9x2'4=11.12'"	0.0000
10450	"14702"	1	"Windows"	"A+V"		"Navy/Clear"	"3'5x4=13.68'/30.78"	0.0000
10450	"14702"	1	"Bimini"	"Acrylic"		"Navy"	"7'7x10'4=78.38'"	0.0000
10451	"15922"	1	"Patio"	"Acrylic"	"NewS18"			0.0000
10452	"18793"	1	"Aft Curtain"	"A+V+Screen"		"Black/Clear/Screen"	"~10'3x3+flap=35.48'"	0.0000
10453	"19974"	1	"Umbrella"	"Acrylic"		"White"	"5'R=78.5'"	0.0000
10454	"19976"	1	"Lateral"	"Acrylic"		"Lime Green"	"14'7x12'4=179.92'"	0.0000
10454	"19976"	1	"Valance"	"Acrylic"		"Lime Green"	"14'7x8"""	0.0000
10455	"19977"	1	"Patio"	"Acrylic"	"Good"	"Grey/Blue"	"13'11x8'1=112.47'"	0.0000
10456	"6503"	1	"Patio"	"acrylic"	"Fair"	"Brown/Tan"	"9'10x14'8=144.21'"	0.0000
10457	"18811"	1	"Window"	"A+V"		"HeatherBeigeTweed/Clear"	"2'11x2'5=7.07'"	0.0000
10457	"18811"	2	"Windows"	"A+V"		"HeatherBeigeTweed/Clear"	"~2'3x3'1=6.83'/22.00"	0.0000
10457	"18811"	2	"Windows"	"A+V"		"HeatherBeigeTweed/Clear"	"~2'6x3'8=9.8'/22.00"	0.0000
10457	"18811"	1	"Aft Curtain"	"A+V"		"HeatherBeigeTweed/Clear"	"~6'6x7'5=56.98'"	0.0000
10458	"19981"	1	"Bimini"	"poly"		"White"	"8x7'7=60.64'"	0.0000
10458	"19981"	1	"Cover"	"Acrylic"	"FADED/2-sided"	"Spa Green"	"5'6x6'9=74.26'"	0.0000
10459	"20051"	1	"Awning"	"Acrylic"		"Blue/LtBlue/Tan"	"7'9x3'8=28.44'"	0.0000
